ID_Pedido,Fecha,Ciudad,Categoria,Producto,Precio_Unitario,Cantidad,Venta_Bruta,Coste_Unitario,Canal,Metodo_Pago,Score_Cliente
21937,2025-01-09,Valencia,Electrónica,Laptop,52.0,4,208.0,24.42,Tienda Física,Efectivo,87
21938,2025-05-28,Valencia,Electrónica,Auriculares,89.69,1,89.69,52.42,Online,PayPal,48
21939,2025-04-25,Barcelona,Hogar,Espejo,604.85,5,3024.25,304.11,App,Efectivo,1
21940,2025-12-21,Barcelona,Ropa,Chaqueta,108.63,5,543.15,55.7,Tienda Física,PayPal,76
21941,2025-05-26,Zaragoza,Hogar,Cafetera,685.17,5,3425.85,328.17,App,Efectivo,64
21942,2025-09-26,Valencia,Electrónica,Auriculares,611.29,2,1222.58,354.16,App,Efectivo,33
21943,2025-02-19,Barcelona,Electrónica,Auriculares,476.43,4,1905.72,328.8,Tienda Física,PayPal,57
21944,2025-04-16,Zaragoza,Ropa,Chaqueta,775.27,4,3101.08,485.58,Online,Tarjeta,68
21945,2025-02-16,Valencia,Ropa,Chaqueta,498.89,2,997.78,298.34,Online,Tarjeta,51
21946,2025-05-11,Sevilla,Hogar,Silla Escritorio,531.91,5,2659.55,324.61,App,PayPal,15
21947,2025-08-21,Málaga,Electrónica,Laptop,254.53,3,763.59,147.87,Online,Tarjeta,3
21948,2025-11-14,Barcelona,Deportes,Bicicleta,174.18,5,870.9,97.2,Online,PayPal,98
21949,2025-09-25,Barcelona,Hogar,Cafetera,163.6,2,,90.84,Online,PayPal,81
21950,2025-12-23,Barcelona,Electrónica,Laptop,693.11,1,693.11,477.08,Online,Tarjeta,11
21951,2025-02-18,Barcelona,Ropa,Camiseta,117.49,4,469.96,47.5,Online,PayPal,53
21952,2025-12-31,Barcelona,Electrónica,Laptop,255.4,4,1021.6,132.15,App,Tarjeta,51
21953,2025-01-24,Madrid,Deportes,Bicicleta,513.82,5,2569.1,323.11,App,PayPal,52
21954,2025-05-24,Madrid,Deportes,Balón,223.92,4,895.68,137.64,Online,Efectivo,42
21955,2025-04-10,Barcelona,Deportes,Balón,351.92,5,1759.6,206.41,Online,Efectivo,20
21956,2025-02-10,Madrid,Hogar,Cafetera,682.82,1,682.82,323.8,Tienda Física,PayPal,65
21957,2025-07-04,Zaragoza,Ropa,Zapatillas,647.3,4,2589.2,442.24,Online,PayPal,78
21958,2025-02-11,Barcelona,Electrónica,Laptop,584.06,3,1752.18,273.48,Online,Efectivo,62
21959,2025-11-25,Sevilla,Hogar,Lámpara,541.36,2,1082.72,324.4,Online,Efectivo,59
21960,2025-02-01,Barcelona,Deportes,Balón,231.11,2,462.22,156.76,Online,PayPal,40
21961,2025-12-27,Barcelona,Electrónica,Tablet,763.74,4,3054.96,388.96,App,PayPal,9
21962,2025-10-18,Valencia,Deportes,Bicicleta,81.46,5,407.3,47.74,App,Tarjeta,86
21963,2025-10-22,Sevilla,Ropa,Camiseta,481.08,1,481.08,288.58,App,Tarjeta,36
21964,2025-04-14,Barcelona,Hogar,Lámpara,557.8,3,1673.4,386.12,Online,Tarjeta,5
21965,2025-03-03,Zaragoza,Hogar,Cafetera,401.88,1,401.88,166.29,App,PayPal,92
21966,2025-11-27,Valencia,Hogar,Espejo,525.62,2,1051.24,316.73,Tienda Física,Tarjeta,39
21967,2025-06-12,Zaragoza,Hogar,Cafetera,791.12,4,3164.48,445.34,Tienda Física,Tarjeta,6
21968,2025-11-11,Zaragoza,Deportes,Esterilla Yoga,224.01,4,896.04,99.77,App,Tarjeta,97
21969,2025-09-08,Sevilla,Electrónica,Auriculares,93.41,4,373.64,56.7,Online,PayPal,89
21970,2025-10-08,Zaragoza,Hogar,Cafetera,20.81,1,20.81,8.44,App,PayPal,50
21971,2025-12-03,,Hogar,Cafetera,277.05,5,1385.25,162.07,Online,Efectivo,78
21972,2025-07-11,Madrid,Electrónica,Tablet,617.09,5,3085.45,370.28,App,Efectivo,33
21973,2025-08-23,Sevilla,Hogar,Espejo,701.76,4,,328.26,Tienda Física,PayPal,5
21974,2025-07-08,Sevilla,Electrónica,Auriculares,561.28,2,1122.56,328.83,App,Efectivo,77
21975,2025-05-05,Barcelona,Electrónica,Smartphone,488.59,3,1465.77,225.69,App,Tarjeta,46
21976,2025-02-17,Zaragoza,Hogar,Cafetera,708.29,2,,296.02,App,Efectivo,82
21977,2025-04-29,Zaragoza,Ropa,Pantalón,679.55,2,,435.19,App,Efectivo,65
21978,2025-12-31,Zaragoza,Electrónica,Laptop,662.92,3,1988.76,336.65,Tienda Física,Tarjeta,30
21979,2025-02-17,Zaragoza,Ropa,Camiseta,791.5,1,791.5,389.72,Tienda Física,Efectivo,85
21980,2025-05-25,Madrid,Hogar,Silla Escritorio,250.75,1,250.75,120.81,Online,PayPal,57
21981,2025-01-01,Zaragoza,Hogar,Silla Escritorio,558.67,4,2234.68,293.13,App,PayPal,76
21982,2025-01-21,Sevilla,Ropa,Chaqueta,434.67,5,2173.35,283.9,App,PayPal,13
21983,2025-05-21,Zaragoza,Electrónica,Auriculares,22.13,5,110.65,9.31,App,Tarjeta,92
21984,2025-12-26,Barcelona,Deportes,Esterilla Yoga,247.74,3,743.22,155.42,Tienda Física,PayPal,3
21985,2025-08-16,Málaga,Electrónica,Laptop,673.97,2,1347.94,313.23,App,PayPal,62
21986,2025-07-12,Valencia,Deportes,Esterilla Yoga,375.04,2,750.08,163.04,App,Tarjeta,74
21987,2025-04-04,Zaragoza,Deportes,Mancuernas,436.27,2,872.54,253.12,Online,Efectivo,91
21988,2025-05-27,Madrid,Electrónica,Laptop,202.75,3,608.25,120.64,Online,Tarjeta,78
21989,2025-08-30,Zaragoza,Deportes,Mancuernas,608.8,5,3044.0,321.15,Tienda Física,Efectivo,97
21990,2025-12-31,Madrid,Hogar,Cafetera,64.54,4,258.16,44.8,Tienda Física,PayPal,71
21991,2025-09-23,Málaga,Hogar,Lámpara,84.21,5,421.05,42.92,Tienda Física,Tarjeta,52
21992,2025-05-24,Madrid,Deportes,Bicicleta,193.84,5,969.2,133.03,Tienda Física,Efectivo,95
21993,2025-12-27,Madrid,Hogar,Lámpara,339.26,4,1357.04,180.47,App,Efectivo,97
21994,2025-11-26,Madrid,Electrónica,Tablet,491.66,4,1966.64,295.74,App,Tarjeta,53
21995,2025-03-28,Valencia,Hogar,Espejo,203.69,4,814.76,119.17,Tienda Física,Tarjeta,25
21996,2025-02-28,Valencia,Electrónica,Tablet,473.92,2,947.84,312.21,Tienda Física,Efectivo,99
21997,2025-06-11,Zaragoza,Ropa,Zapatillas,584.27,5,2921.35,308.06,Online,PayPal,89
21998,2025-11-21,Madrid,Hogar,Silla Escritorio,708.05,4,2832.2,473.43,Online,Efectivo,79
21999,2025-10-09,Sevilla,Electrónica,Laptop,601.59,3,1804.77,275.3,Online,Efectivo,88
22000,2025-10-27,Barcelona,Deportes,Balón,649.1,5,3245.5,387.17,Online,PayPal,95
22001,2025-09-21,Málaga,Electrónica,Laptop,499.83,1,499.83,258.11,Tienda Física,Tarjeta,24
22002,2025-12-05,Zaragoza,Deportes,Esterilla Yoga,776.05,5,3880.25,325.74,App,Efectivo,9
22003,2025-11-18,Zaragoza,Ropa,Camiseta,186.98,1,186.98,77.79,Online,Efectivo,55
22004,2025-03-26,Málaga,Hogar,Silla Escritorio,280.68,4,1122.72,167.54,App,Efectivo,12
22005,2025-10-01,Madrid,Hogar,Cafetera,416.83,1,416.83,180.78,App,Efectivo,35
22006,2025-04-28,Málaga,Deportes,Mancuernas,506.51,2,1013.02,230.18,Tienda Física,Tarjeta,87
22007,2025-09-28,Madrid,Electrónica,Auriculares,374.47,2,748.94,174.61,App,Tarjeta,13
22008,2025-04-24,Sevilla,Hogar,Espejo,250.71,5,1253.55,115.71,Tienda Física,Efectivo,60
22009,2025-10-11,Zaragoza,Hogar,Lámpara,154.67,4,618.68,89.02,Tienda Física,Efectivo,79
22010,2025-12-31,Valencia,Hogar,Lámpara,729.36,3,2188.08,465.84,App,Tarjeta,1
22011,2025-12-31,Sevilla,Ropa,Pantalón,736.59,2,1473.18,330.83,Tienda Física,Tarjeta,10
22012,2025-01-21,Zaragoza,Ropa,Chaqueta,284.23,5,1421.15,180.71,App,Efectivo,5
22013,2025-07-08,Madrid,Deportes,Esterilla Yoga,310.05,5,1550.25,202.83,Tienda Física,PayPal,15
22014,2025-12-31,Valencia,Ropa,Camiseta,324.91,3,974.73,216.95,Online,PayPal,61
22015,2025-06-16,Málaga,Ropa,Zapatillas,378.02,4,1512.08,248.14,Tienda Física,PayPal,7
22016,2025-11-05,Sevilla,Hogar,Silla Escritorio,292.86,2,,169.79,App,Efectivo,64
22017,2025-06-02,Málaga,Deportes,Balón,246.58,3,739.74,120.66,App,Efectivo,16
22018,2025-07-05,Málaga,Electrónica,Auriculares,470.79,2,941.58,189.71,Tienda Física,Efectivo,45
22019,2025-03-10,Sevilla,Electrónica,Auriculares,192.78,1,192.78,108.24,Tienda Física,Tarjeta,47
22020,2025-02-18,Madrid,Ropa,Chaqueta,34.26,3,102.78,20.86,Online,Tarjeta,40
22021,2025-06-19,Barcelona,Ropa,Pantalón,668.53,2,1337.06,419.05,App,Tarjeta,24
22022,2025-06-16,Madrid,Ropa,Pantalón,514.17,3,1542.51,263.59,App,Efectivo,55
22023,2025-03-22,Málaga,Deportes,Bicicleta,744.92,2,1489.84,339.84,Online,Efectivo,23
22024,2025-09-30,Málaga,Electrónica,Laptop,53.44,1,53.44,22.84,Tienda Física,Tarjeta,53
22025,2025-03-16,Zaragoza,Deportes,Esterilla Yoga,570.2,1,570.2,303.27,Tienda Física,Tarjeta,18
22026,2025-02-05,Madrid,Electrónica,Laptop,232.61,4,930.44,110.91,Online,PayPal,1
22027,2025-08-24,Valencia,Electrónica,Laptop,151.67,2,303.34,85.7,Tienda Física,PayPal,4
22028,2025-05-18,Zaragoza,Electrónica,Laptop,765.91,4,3063.64,476.89,App,Tarjeta,20
22029,2025-02-22,Madrid,Electrónica,Tablet,25.76,5,128.8,16.86,App,Efectivo,88
22030,2025-08-25,Málaga,Hogar,Cafetera,718.51,3,,352.14,Online,Efectivo,28
22031,2025-09-16,Madrid,Electrónica,Smartphone,319.95,5,1599.75,191.89,Tienda Física,PayPal,67
22032,2025-01-11,Valencia,Hogar,Lámpara,87.74,4,350.96,55.2,Online,Efectivo,92
22033,2025-12-10,Sevilla,Deportes,Esterilla Yoga,195.36,4,781.44,80.52,App,Tarjeta,57
22034,2025-12-05,Barcelona,Ropa,Zapatillas,618.29,2,1236.58,324.97,Tienda Física,Efectivo,46
22035,2025-02-07,Zaragoza,Ropa,Pantalón,686.62,1,686.62,311.97,App,Tarjeta,37
22036,2025-03-23,Valencia,Deportes,Bicicleta,55.97,3,167.91,36.25,App,Efectivo,82
22037,2025-11-15,Zaragoza,Ropa,Zapatillas,164.77,3,494.31,87.85,Tienda Física,PayPal,4
22038,2025-07-09,Sevilla,Deportes,Balón,199.83,5,999.15,114.88,Tienda Física,PayPal,67
22039,2025-01-05,Madrid,Hogar,Espejo,354.06,2,708.12,228.82,Online,Tarjeta,1
22040,2025-03-06,Sevilla,Hogar,Espejo,469.57,2,939.14,229.96,Tienda Física,Efectivo,23
22041,2025-08-01,Sevilla,Electrónica,Auriculares,299.14,3,897.42,148.0,Online,Tarjeta,15
22042,2025-05-17,Sevilla,Electrónica,Smartphone,351.06,2,,189.63,Online,Efectivo,57
22043,2025-08-24,Valencia,Deportes,Mancuernas,17.5,2,35.0,7.88,Online,Efectivo,27
22044,2025-02-25,Barcelona,Electrónica,Tablet,350.05,3,1050.15,242.87,Tienda Física,Tarjeta,28
22045,2025-05-30,Zaragoza,Ropa,Camiseta,727.71,2,1455.42,291.16,App,Tarjeta,56
22046,2025-11-03,Barcelona,Deportes,Mancuernas,505.13,2,1010.26,310.96,App,Efectivo,100
22047,2025-01-19,Málaga,Electrónica,Tablet,539.2,3,1617.6,219.69,Online,Efectivo,81
22048,2025-04-02,Zaragoza,Deportes,Balón,15.54,2,31.08,7.96,Tienda Física,Tarjeta,71
22049,2025-01-25,Sevilla,Electrónica,Auriculares,189.32,1,189.32,123.02,Online,PayPal,20
22050,2025-07-23,Madrid,Ropa,Chaqueta,758.42,1,,384.82,Tienda Física,Tarjeta,69
22051,2025-04-03,Málaga,Deportes,Esterilla Yoga,398.63,4,1594.52,218.26,Online,Efectivo,77
22052,2025-09-12,Madrid,Electrónica,Tablet,135.51,1,135.51,85.13,Tienda Física,PayPal,62
22053,2025-11-03,Málaga,Deportes,Mancuernas,706.96,5,3534.8,456.98,Tienda Física,PayPal,76
22054,2025-06-25,Madrid,Electrónica,Tablet,165.37,2,330.74,113.31,App,Tarjeta,97
22055,2025-06-24,Valencia,Electrónica,Auriculares,629.02,3,1887.06,272.28,Tienda Física,PayPal,76
22056,2025-02-24,Valencia,Deportes,Mancuernas,741.16,1,741.16,342.18,Tienda Física,PayPal,12
22057,2025-01-01,Sevilla,Electrónica,Auriculares,438.29,3,1314.87,215.78,Tienda Física,Tarjeta,78
22058,2025-12-31,Madrid,Ropa,Pantalón,265.07,3,795.21,176.39,Tienda Física,PayPal,88
22059,2025-01-10,Sevilla,Hogar,Lámpara,64.92,1,64.92,30.42,App,Tarjeta,98
22060,2025-09-03,Valencia,Hogar,Cafetera,85.35,1,85.35,37.05,App,PayPal,37
22061,2025-01-02,Zaragoza,Electrónica,Smartphone,500.38,3,1501.14,252.65,Tienda Física,PayPal,56
22062,2025-11-08,Sevilla,Electrónica,Auriculares,129.19,2,258.38,78.94,App,Tarjeta,85
22063,2025-08-20,Zaragoza,Hogar,Silla Escritorio,137.32,4,549.28,70.15,Online,PayPal,44
22064,2025-08-04,Valencia,Ropa,Camiseta,684.35,5,3421.75,395.95,Online,PayPal,75
22065,2025-12-16,Málaga,Deportes,Mancuernas,649.97,3,1949.91,372.86,Online,Tarjeta,47
22066,2025-04-11,Málaga,Hogar,Cafetera,496.46,2,992.92,336.26,App,Tarjeta,27
22067,2025-06-13,Madrid,Hogar,Lámpara,281.9,4,1127.6,125.26,Online,Efectivo,32
22068,2025-11-14,,Hogar,Lámpara,180.27,1,180.27,108.7,App,Tarjeta,58
22069,2025-07-08,Madrid,Deportes,Esterilla Yoga,129.42,4,517.68,58.19,App,PayPal,47
22070,2025-10-11,Barcelona,Deportes,Esterilla Yoga,222.04,1,222.04,152.97,Tienda Física,PayPal,21
22071,2025-08-14,Zaragoza,Ropa,Camiseta,69.18,4,276.72,40.62,Tienda Física,Tarjeta,98
22072,2025-03-23,Madrid,Deportes,Bicicleta,90.35,4,361.4,53.06,Tienda Física,Tarjeta,79
22073,2025-01-26,Zaragoza,Deportes,Esterilla Yoga,161.76,4,647.04,65.83,Tienda Física,PayPal,46
22074,2025-04-18,Barcelona,Electrónica,Laptop,276.34,4,1105.36,153.7,Online,Efectivo,20
22075,2025-08-03,Zaragoza,Electrónica,Tablet,464.92,4,1859.68,247.45,App,Efectivo,60
22076,2025-06-12,Málaga,Hogar,Espejo,547.93,5,2739.65,266.42,App,Tarjeta,86
22077,2025-12-31,Valencia,Deportes,Balón,690.34,5,3451.7,409.39,Tienda Física,PayPal,34
22078,2025-06-27,Valencia,Deportes,Mancuernas,578.58,2,1157.16,368.78,App,Tarjeta,42
22079,2025-12-21,Barcelona,Hogar,Silla Escritorio,30.82,1,30.82,17.07,App,Tarjeta,66
22080,2025-08-04,Madrid,Hogar,Cafetera,727.77,3,2183.31,487.49,App,Efectivo,98
22081,2025-02-13,Barcelona,Ropa,Zapatillas,678.64,3,2035.92,309.64,Tienda Física,Tarjeta,22
22082,2025-03-07,Madrid,Ropa,Zapatillas,571.67,3,1715.01,385.37,App,PayPal,13
22083,2025-05-16,Barcelona,Electrónica,Smartphone,653.8,4,2615.2,338.97,Tienda Física,Tarjeta,4
22084,2025-01-28,Valencia,Deportes,Bicicleta,59.98,3,179.94,34.78,Tienda Física,PayPal,19
22085,2025-04-08,Madrid,Ropa,Camiseta,685.01,3,2055.03,347.8,App,PayPal,17
22086,2025-07-03,Barcelona,Ropa,Camiseta,564.49,5,2822.45,286.81,Tienda Física,PayPal,95
22087,2025-02-14,Barcelona,Ropa,Pantalón,669.79,5,,311.61,Tienda Física,PayPal,72
22088,2025-04-11,Valencia,Deportes,Bicicleta,666.0,1,666.0,386.99,Tienda Física,Tarjeta,49
22089,2025-11-16,Valencia,Ropa,Zapatillas,619.41,3,1858.23,272.09,Online,Efectivo,51
22090,2025-10-22,Zaragoza,Deportes,Esterilla Yoga,348.71,4,1394.84,143.59,Tienda Física,Tarjeta,15
22091,2025-07-18,Málaga,Ropa,Zapatillas,754.62,1,754.62,482.55,Tienda Física,PayPal,25
22092,2025-03-30,Málaga,Electrónica,Laptop,139.5,5,697.5,75.31,Online,PayPal,29
22093,2025-08-23,Zaragoza,Deportes,Esterilla Yoga,78.79,4,315.16,45.63,App,Tarjeta,95
22094,2025-12-31,Zaragoza,Ropa,Zapatillas,527.97,4,2111.88,223.59,Tienda Física,PayPal,84
22095,2025-01-26,Madrid,Deportes,Bicicleta,118.05,2,236.1,76.41,Online,Efectivo,58
22096,2025-05-13,Valencia,Ropa,Zapatillas,309.64,3,928.92,159.79,Online,Efectivo,12
22097,2025-09-28,Sevilla,Deportes,Balón,433.43,2,866.86,280.21,Online,Tarjeta,31
22098,2025-04-13,Sevilla,Hogar,Espejo,676.16,5,3380.8,450.89,Tienda Física,Tarjeta,74
22099,2025-07-09,Madrid,Deportes,Esterilla Yoga,216.39,1,216.39,138.4,App,Tarjeta,27
22100,2025-06-09,Zaragoza,Hogar,Silla Escritorio,68.59,4,,47.05,Tienda Física,PayPal,58
22101,2025-05-09,Madrid,Ropa,Camiseta,39.28,3,117.84,16.26,Tienda Física,Efectivo,40
22102,2025-07-30,Madrid,Ropa,Camiseta,651.3,2,1302.6,346.85,Tienda Física,Tarjeta,98
22103,2025-04-17,Sevilla,Electrónica,Tablet,192.46,4,769.84,121.45,App,Efectivo,65
22104,2025-07-04,Valencia,Hogar,Cafetera,791.38,2,1582.76,504.26,Tienda Física,PayPal,2
22105,2025-08-03,Valencia,Ropa,Chaqueta,208.03,1,208.03,126.21,App,Efectivo,99
22106,2025-07-29,Málaga,Hogar,Silla Escritorio,59.93,3,179.79,24.51,App,PayPal,20
22107,2025-08-25,Málaga,Electrónica,Tablet,527.98,2,1055.96,353.26,Online,Tarjeta,55
22108,2025-02-13,Barcelona,Deportes,Balón,541.85,2,1083.7,261.88,App,Efectivo,55
22109,2025-06-20,Sevilla,Hogar,Espejo,18.58,3,55.74,8.2,App,Efectivo,81
22110,2025-11-26,Barcelona,Deportes,Balón,344.12,4,1376.48,158.9,Online,PayPal,75
22111,2025-04-21,Sevilla,Ropa,Pantalón,702.3,5,3511.5,456.85,Tienda Física,Efectivo,95
22112,2025-02-11,Zaragoza,Electrónica,Laptop,40.87,5,204.35,19.18,Online,Efectivo,91
22113,2025-07-08,Zaragoza,Ropa,Camiseta,391.64,5,1958.2,197.27,App,Tarjeta,1
22114,2025-03-16,Sevilla,Deportes,Bicicleta,678.03,1,678.03,470.32,Tienda Física,PayPal,28
22115,2025-07-06,Zaragoza,Ropa,Pantalón,43.61,4,174.44,17.89,Online,Tarjeta,27
22116,2025-02-24,Valencia,Ropa,Zapatillas,796.5,1,796.5,408.59,App,Efectivo,51
22117,2025-12-31,Valencia,Deportes,Balón,692.01,2,1384.02,367.62,Online,Tarjeta,20
22118,2025-03-13,Málaga,Deportes,Esterilla Yoga,378.33,2,756.66,175.13,Tienda Física,Tarjeta,87
22119,2025-04-28,Sevilla,Deportes,Bicicleta,746.11,3,2238.33,475.09,App,Efectivo,32
22120,2025-06-25,Barcelona,Electrónica,Laptop,235.39,4,941.56,98.59,App,Efectivo,74
22121,2025-04-22,Valencia,Electrónica,Auriculares,256.14,5,1280.7,160.36,Online,PayPal,82
22122,2025-10-13,Sevilla,Ropa,Zapatillas,420.1,2,840.2,261.4,Online,PayPal,8
22123,2025-11-19,Zaragoza,Ropa,Chaqueta,278.35,4,1113.4,155.71,Tienda Física,Tarjeta,75
22124,2025-03-23,Madrid,Electrónica,Smartphone,464.48,1,464.48,300.5,Online,Efectivo,1
22125,2025-05-27,Málaga,Deportes,Mancuernas,560.37,1,560.37,327.5,Online,Tarjeta,98
22126,2025-03-11,Madrid,Ropa,Zapatillas,387.43,4,1549.72,196.14,Tienda Física,PayPal,56
22127,2025-01-14,Valencia,Ropa,Camiseta,210.77,1,210.77,103.59,App,Tarjeta,30
22128,2025-01-18,Madrid,Hogar,Cafetera,599.41,1,599.41,305.24,Tienda Física,Tarjeta,78
22129,2025-05-28,Madrid,Ropa,Pantalón,46.52,2,93.04,22.49,App,PayPal,64
22130,2025-09-09,Zaragoza,Electrónica,Auriculares,82.87,2,165.74,53.05,App,Efectivo,85
22131,2025-04-04,Valencia,Deportes,Mancuernas,288.64,2,,180.82,App,Tarjeta,82
22132,2025-05-22,Madrid,Hogar,Cafetera,50.86,1,50.86,28.1,Online,Tarjeta,67
22133,2025-07-30,Barcelona,Ropa,Chaqueta,795.36,1,795.36,450.15,App,Tarjeta,91
22134,2025-04-14,Barcelona,Deportes,Mancuernas,127.14,3,381.42,56.29,Online,Efectivo,98
22135,2025-07-02,Málaga,Ropa,Zapatillas,17.17,2,34.34,9.18,Online,Efectivo,87
22136,2025-07-22,Zaragoza,Hogar,Cafetera,645.93,3,1937.79,380.93,Online,Efectivo,21
22137,2025-08-08,Zaragoza,Deportes,Esterilla Yoga,739.46,1,739.46,499.75,App,PayPal,26
22138,2025-03-15,Madrid,Electrónica,Laptop,791.01,1,791.01,442.98,Tienda Física,Efectivo,11
22139,2025-01-04,Málaga,Ropa,Camiseta,454.82,1,454.82,302.38,Tienda Física,PayPal,30
22140,2025-11-03,Barcelona,Electrónica,Smartphone,362.34,2,724.68,234.75,App,Efectivo,54
22141,2025-12-02,Sevilla,Ropa,Chaqueta,498.72,3,1496.16,305.85,App,PayPal,91
22142,2025-08-17,Madrid,Deportes,Esterilla Yoga,402.2,4,1608.8,176.26,App,PayPal,68
22143,2025-10-07,Barcelona,Hogar,Lámpara,507.79,4,2031.16,353.29,Tienda Física,PayPal,90
22144,2025-05-19,Sevilla,Deportes,Bicicleta,522.25,2,1044.5,280.87,Online,Efectivo,41
22145,2025-12-13,Barcelona,Ropa,Pantalón,394.54,1,394.54,163.16,Online,PayPal,100
22146,2025-07-17,Zaragoza,Hogar,Cafetera,64.38,3,193.14,30.94,Online,Efectivo,35
22147,2025-04-27,Madrid,Deportes,Esterilla Yoga,190.9,5,954.5,114.08,Tienda Física,Efectivo,4
22148,2025-03-06,Málaga,Hogar,Espejo,652.95,2,1305.9,392.28,App,Efectivo,94
22149,2025-03-19,Madrid,Ropa,Zapatillas,631.69,1,631.69,339.31,Tienda Física,Tarjeta,10
22150,2025-04-04,Madrid,Hogar,Cafetera,685.95,4,2743.8,332.45,Tienda Física,PayPal,31
22151,2025-05-03,Zaragoza,Ropa,Chaqueta,550.2,4,2200.8,304.46,Online,Tarjeta,52
22152,2025-03-31,Zaragoza,Electrónica,Smartphone,487.66,3,1462.98,322.89,Online,PayPal,83
22153,2025-12-31,Barcelona,Hogar,Cafetera,582.14,1,582.14,321.03,Tienda Física,Tarjeta,60
22154,2025-03-16,Zaragoza,Ropa,Camiseta,533.85,1,533.85,335.75,App,Tarjeta,54
22155,2025-11-28,Madrid,Hogar,Espejo,276.89,3,830.67,148.25,Online,Efectivo,74
22156,2025-09-05,Barcelona,Deportes,Mancuernas,649.09,4,2596.36,285.42,App,Tarjeta,57
22157,2025-02-19,Madrid,Ropa,Zapatillas,677.24,1,677.24,275.55,App,PayPal,97
22158,2025-08-13,Valencia,Electrónica,Laptop,185.37,4,741.48,119.9,Online,Tarjeta,61
22159,2025-01-10,Madrid,Deportes,Bicicleta,641.17,3,1923.51,260.57,Tienda Física,PayPal,27
22160,2025-03-01,Zaragoza,Electrónica,Laptop,349.56,2,699.12,147.72,Tienda Física,PayPal,26
22161,2025-06-01,Málaga,Hogar,Silla Escritorio,203.91,4,815.64,120.0,Tienda Física,Efectivo,35
22162,2025-06-18,Málaga,Ropa,Camiseta,760.57,3,2281.71,480.53,Online,Tarjeta,32
22163,2025-06-04,Sevilla,Deportes,Balón,449.63,4,1798.52,266.05,App,PayPal,26
22164,2025-03-18,Madrid,Hogar,Silla Escritorio,579.81,5,2899.05,331.83,Tienda Física,PayPal,14
22165,2025-05-25,Zaragoza,Ropa,Pantalón,551.43,1,551.43,221.47,Online,Tarjeta,47
22166,2025-10-16,Sevilla,Deportes,Mancuernas,198.17,2,396.34,131.95,Online,Efectivo,33
22167,2025-02-04,Barcelona,Electrónica,Smartphone,739.81,2,1479.62,413.48,Tienda Física,Tarjeta,42
22168,2025-12-12,Zaragoza,Electrónica,Laptop,529.97,3,1589.91,215.74,Tienda Física,PayPal,22
22169,2025-09-08,Valencia,Ropa,Zapatillas,584.94,3,1754.82,264.42,App,PayPal,32
22170,2025-12-31,Madrid,Deportes,Esterilla Yoga,132.03,4,528.12,84.99,Tienda Física,Efectivo,51
22171,2025-03-03,Barcelona,Hogar,Silla Escritorio,321.35,3,964.05,217.57,App,Efectivo,90
22172,2025-01-24,Madrid,Ropa,Pantalón,395.26,5,1976.3,270.33,App,PayPal,26
22173,2025-08-11,Barcelona,Deportes,Mancuernas,229.63,5,1148.15,137.89,App,Tarjeta,16
22174,2025-09-28,Málaga,Electrónica,Laptop,390.29,2,780.58,265.23,Online,PayPal,29
22175,2025-04-22,Sevilla,Electrónica,Smartphone,260.45,2,520.9,144.63,App,Efectivo,23
22176,2025-05-08,Barcelona,Ropa,Pantalón,251.62,1,251.62,142.48,App,PayPal,58
22177,2025-10-31,Valencia,Deportes,Esterilla Yoga,100.41,4,401.64,64.35,App,PayPal,47
22178,2025-12-19,Sevilla,Hogar,Silla Escritorio,215.55,3,646.65,103.2,Tienda Física,Tarjeta,99
22179,2025-03-27,Málaga,Electrónica,Laptop,763.13,2,1526.26,429.31,Tienda Física,Tarjeta,40
22180,2025-05-01,Málaga,Electrónica,Auriculares,133.89,2,267.78,63.83,Online,Tarjeta,28
22181,2025-05-06,Málaga,Electrónica,Tablet,679.34,4,2717.36,303.11,Online,PayPal,85
22182,2025-03-07,Valencia,Deportes,Bicicleta,113.33,1,113.33,47.39,Tienda Física,PayPal,90
22183,2025-07-02,Barcelona,Electrónica,Auriculares,358.16,4,1432.64,160.59,Online,PayPal,14
22184,2025-07-16,Barcelona,Ropa,Camiseta,490.21,4,1960.84,310.08,Tienda Física,Efectivo,8
22185,2025-03-07,Zaragoza,Ropa,Camiseta,31.2,1,31.2,12.5,Tienda Física,PayPal,50
22186,2025-04-02,Barcelona,Ropa,Zapatillas,90.84,5,454.2,41.94,Tienda Física,Tarjeta,56
22187,2025-11-26,Barcelona,Electrónica,Smartphone,59.03,4,236.12,30.69,Tienda Física,Efectivo,1
22188,2025-02-04,Zaragoza,Deportes,Esterilla Yoga,318.89,3,956.67,175.41,Online,PayPal,71
22189,2025-08-01,Sevilla,Deportes,Balón,690.43,1,690.43,444.56,Tienda Física,PayPal,51
22190,2025-09-16,Madrid,Hogar,Cafetera,531.53,1,531.53,319.89,App,PayPal,98
22191,2025-11-20,Valencia,Electrónica,Laptop,363.87,1,,242.69,Online,PayPal,46
22192,2025-09-02,Sevilla,Deportes,Mancuernas,413.18,3,,175.13,Tienda Física,Efectivo,2
22193,2025-11-27,Zaragoza,Electrónica,Laptop,571.01,2,1142.02,368.53,Online,Tarjeta,28
22194,2025-09-15,Valencia,Deportes,Mancuernas,769.14,3,2307.42,537.37,Tienda Física,Efectivo,75
22195,2025-05-21,Madrid,Deportes,Bicicleta,70.28,4,281.12,30.62,App,PayPal,36
